id,title,type,description,release_year,age_certification,runtime,genres,production_countries,seasons,imdb_score,imdb_votes,tmdb_popularity,tmdb_score,name,tags
tm1029279,Dolly Parton: A Musicares Tribute,MOVIE,"In a star-studded evening of music and memories, a community of iconic performers honor Dolly Parton as the MusiCares Person of the Year.",2021,NR,55,music documentation,US,0.0,6.6,226.0,3.813,7.3,Dolly Parton,"music documentation In a star-studded evening of music and memories, a community of iconic performers honor Dolly Parton as the MusiCares Person of the Year. US MOVIE NR Dolly Parton"
tm1108010,Rabbids Invasion - Mission To Mars,MOVIE,"When Nebulous Industries announces they are recruiting Rabbids for a mission to Mars, Hibernation Rabbid doesn’t think twice. As a genius Rabbid misunderstood by his stupid peers, he has always dreamed of going to the red planet. He takes off with three other Rabbids: Disco, the lively queen of the dance-floor, Cosmo, the pilot and Mini, the adorable tiny Rabbid. Facing an interplanetary space threat, our heroes will have to learn how to overcome their differences and understand that true wisdom comes from the heart!",2021,NR,68,animation,FR,0.0,7.8,24675.55,9.051,5.8,Damien Laquet,"animation When Nebulous Industries announces they are recruiting Rabbids for a mission to Mars, Hibernation Rabbid doesn’t think twice. As a genius Rabbid misunderstood by his stupid peers, he has always dreamed of going to the red planet. He takes off with three other Rabbids: Disco, the lively queen of the dance-floor, Cosmo, the pilot and Mini, the adorable tiny Rabbid. Facing an interplanetary space threat, our heroes will have to learn how to overcome their differences and understand that true wisdom comes from the heart! FR MOVIE NR Damien Laquet"
tm919869,And Tomorrow The Entire World,MOVIE,"Luisa, a 20-year-old law student, joins a cell of the Antifa group when she and her friends Alfa and Lenor get to know about an upcoming attack planned by a local neo-Nazi gang. As they try to find out more, the three youngsters delve deeper into the scene linked to right-wing movements and their political connections, to the point where they will understand how much they are willing to go further, in order to defend their own beliefs.",2021,NR,111,crime romance drama,DE FR,0.0,6.0,3095.0,5.162,5.8,Mala Emde,"crime romance drama Luisa, a 20-year-old law student, joins a cell of the Antifa group when she and her friends Alfa and Lenor get to know about an upcoming attack planned by a local neo-Nazi gang. As they try to find out more, the three youngsters delve deeper into the scene linked to right-wing movements and their political connections, to the point where they will understand how much they are willing to go further, in order to defend their own beliefs. DE FR MOVIE NR Mala Emde"
tm1000185,Squared Love,MOVIE,A celebrity journalist and renowned womanizer starts to rethink his life choices after he falls for a mysterious model who leads a double life.,2021,NR,102,romance comedy,PL,0.0,5.0,3059.0,15.382,6.1,Adrianna Chlebicka,romance comedy A celebrity journalist and renowned womanizer starts to rethink his life choices after he falls for a mysterious model who leads a double life. PL MOVIE NR Adrianna Chlebicka
tm1036542,Shadow And Bone - The Afterparty,MOVIE,"Stars of Netflix's ""Shadow and Bone"" discuss the show's epic combat scenes, answer some fan questions and play an ""Army vs. Crows"" trivia game.",2021,R,32,[],HU CA,0.0,6.53,24675.55,2.464,7.8,David Spade,"[] Stars of Netflix's ""Shadow and Bone"" discuss the show's epic combat scenes, answer some fan questions and play an ""Army vs. Crows"" trivia game. HU CA MOVIE R David Spade"
tm1020293,Dearest Boy,MOVIE,"A gang kidnapped Five children and demanding a hefty ransom, while parents turn to the police, grandmothers set a mission to save them themselves.",2021,NR,90,comedy drama,SA,0.0,6.1,240.0,1.75,6.0,Dalal Abdelaziz,"comedy drama A gang kidnapped Five children and demanding a hefty ransom, while parents turn to the police, grandmothers set a mission to save them themselves. SA MOVIE NR Dalal Abdelaziz"
tm1096880,Thomas & Friends: All Engines Go - Race For The Sodor Cup,MOVIE,"The Race for the Sodor Cup, a competition that draws engines from all over the world. Kana ends up paired with Thomas. But will the two have what it takes will win the Sodor Cup?",2021,NR,60,animation family,[],0.0,3.6,56.0,2.398,10.0,Aaron Barashi,"animation family The Race for the Sodor Cup, a competition that draws engines from all over the world. Kana ends up paired with Thomas. But will the two have what it takes will win the Sodor Cup? [] MOVIE NR Aaron Barashi"
tm942277,Accomplice,MOVIE,"It’s a moment time-stamped in our brains. Maybe it was a birthday gift. Or perhaps you saved paycheck after paycheck to finally purchase one. However you met your first bicycle, it was the pedal strokes that came afterward that hooked you onto something intangible. Adventure. Connection. Freedom. From the producers of UnReal and the director of Where The Trail Ends comes Accomplice, an homage to all the crazy adventures and crazier comrades that result from our finest sidekick. On the surface, Accomplice takes you to mind blowing locations across the globe with the world’s top riders. But beyond that, Teton Gravity Research’s latest film celebrates how the bicycle is more than just a mode of transportation - it’s a vehicle for the human spirit.",2021,NR,52,documentation,IL US,0.0,7.2,361.0,4.318,7.6,Andreu Lacondeguy,"documentation It’s a moment time-stamped in our brains. Maybe it was a birthday gift. Or perhaps you saved paycheck after paycheck to finally purchase one. However you met your first bicycle, it was the pedal strokes that came afterward that hooked you onto something intangible. Adventure. Connection. Freedom. From the producers of UnReal and the director of Where The Trail Ends comes Accomplice, an homage to all the crazy adventures and crazier comrades that result from our finest sidekick. On the surface, Accomplice takes you to mind blowing locations across the globe with the world’s top riders. But beyond that, Teton Gravity Research’s latest film celebrates how the bicycle is more than just a mode of transportation - it’s a vehicle for the human spirit. IL US MOVIE NR Andreu Lacondeguy"
ts302056,Titletown High,SHOW,"In a Georgia town where football rules and winning is paramount, a high school team tackles romance, rivalries and real life while vying for a title.",2021,TV-14,34,reality sport,US,1.0,5.4,318.0,5.064,5.6,Jake Garcia,"reality sport In a Georgia town where football rules and winning is paramount, a high school team tackles romance, rivalries and real life while vying for a title. US SHOW TV-14 Jake Garcia"
tm981676,Double Dad,MOVIE,"While her mom is away, a teen sneaks out of the hippie commune where she lives and embarks on a life-changing adventure to discover who her father is.",2021,NR,103,drama comedy family,BR,0.0,5.6,1262.0,13.931,6.7,Maisa Silva,"drama comedy family While her mom is away, a teen sneaks out of the hippie commune where she lives and embarks on a life-changing adventure to discover who her father is. BR MOVIE NR Maisa Silva"
tm1037687,Dancing Queens,MOVIE,"The story of Dylan Pettersson, a 23-year-old girl from a small island in the Swedish archipelago with big dancing aspirations.",2021,NR,110,comedy drama,SE,0.0,5.6,1672.0,28.324,5.9,Molly Nutley,"comedy drama The story of Dylan Pettersson, a 23-year-old girl from a small island in the Swedish archipelago with big dancing aspirations. SE MOVIE NR Molly Nutley"
tm1033803,Searching For Sheela,MOVIE,Journalists and fans await Ma Anand Sheela as the infamous former Rajneesh commune's spokesperson returns to India after decades for an interview tour.,2021,NR,58,documentation crime,IN,0.0,4.2,1327.0,6.116,6.1,Ma Anand Sheela,documentation crime Journalists and fans await Ma Anand Sheela as the infamous former Rajneesh commune's spokesperson returns to India after decades for an interview tour. IN MOVIE NR Ma Anand Sheela
ts285874,Magic For Humans Spain,SHOW,"In this Spanish adaptation of ""Magic for Humans,"" folks of all ages on the streets of Barcelona are amazed by tricks that inspire delight and wonder.",2021,TV-MA,23,reality comedy,ES,1.0,6.0,77.0,1.173,4.3,Antonio Díaz,"reality comedy In this Spanish adaptation of ""Magic for Humans,"" folks of all ages on the streets of Barcelona are amazed by tricks that inspire delight and wonder. ES SHOW TV-MA Antonio Díaz"
tm810657,Uppena,MOVIE,Aasi has been in love with Bebamma since their childhood. But it is more than her father Rayanam that threatens to form a chasm between the lovers.,2021,NR,147,drama,IN,0.0,6.53,24675.55,2.92,6.3,Panja Vaisshnav Tej,drama Aasi has been in love with Bebamma since their childhood. But it is more than her father Rayanam that threatens to form a chasm between the lovers. IN MOVIE NR Panja Vaisshnav Tej
tm1027712,This Little Love Of Mine,MOVIE,"Laura Price is a successful San Francisco lawyer on the cusp of promotion – a far cry from her childhood growing up on a tropical island with best friends Chip and Gem. When the firm’s biggest client – Chip’s grandfather – asks Laura to travel to the island and deliver a contract to make Chip his heir, she leaves behind her practice and fiancé Owen to convince her childhood friend to sign a contract that will make him a billionaire.",2021,G,91,romance,AU,0.0,5.3,2393.0,14.553,6.2,Saskia Hampele,"romance Laura Price is a successful San Francisco lawyer on the cusp of promotion – a far cry from her childhood growing up on a tropical island with best friends Chip and Gem. When the firm’s biggest client – Chip’s grandfather – asks Laura to travel to the island and deliver a contract to make Chip his heir, she leaves behind her practice and fiancé Owen to convince her childhood friend to sign a contract that will make him a billionaire. AU MOVIE G Saskia Hampele"
tm1164320,Behind The Scenes With Jane Campion,MOVIE,"Get a rare glimpse into the creative process of Academy Award-winning filmmaker Jane Campion as she shares her memories of making ""The Power of the Dog.""",2022,NR,17,documentation,US,0.0,6.53,24675.55,3.181,7.0,Jane Campion,"documentation Get a rare glimpse into the creative process of Academy Award-winning filmmaker Jane Campion as she shares her memories of making ""The Power of the Dog."" US MOVIE NR Jane Campion"
ts282214,Let'S Fight Ghost,SHOW,"A cohabitation comedy about a ghost of a high school girl who has been dead for 5 years and an exorcist college boy with the ability to see and hear ghosts. What he’s discovered over the years is that he can touch them and fight them off, so when he’s in need of a part-time job and can’t find one that pays well enough, he starts putting ads online as an exorcist for hire. His ad: “Will face off with your ghosts. Chances of winning: virgin ghosts 80%, bachelor ghosts 40%, child ghosts 97%, the rest 50%.” One night he goes out on the job and faces off with a schoolgirl ghost, and during the fight, they accidentally kiss and sparks fly.""",2021,TV-14,65,drama action fantasy horror romance,TH,1.0,7.5,98.0,3.009,9.0,Saint Suppapong Udomkaewkanjana,"drama action fantasy horror romance A cohabitation comedy about a ghost of a high school girl who has been dead for 5 years and an exorcist college boy with the ability to see and hear ghosts. What he’s discovered over the years is that he can touch them and fight them off, so when he’s in need of a part-time job and can’t find one that pays well enough, he starts putting ads online as an exorcist for hire. His ad: “Will face off with your ghosts. Chances of winning: virgin ghosts 80%, bachelor ghosts 40%, child ghosts 97%, the rest 50%.” One night he goes out on the job and faces off with a schoolgirl ghost, and during the fight, they accidentally kiss and sparks fly."" TH SHOW TV-14 Saint Suppapong Udomkaewkanjana"
